Stations_id;Datenquelle;Jan.;Feb.;März;Apr.;Mai;Jun.;Jul.;Aug.;Sept.;Okt.;Nov.;Dez.;Jahr 
3368;46;      72.7;      47.9;      64.2;47;      54.1;      79.9;      82.2;      72.5;      81.7;      79.8;      84.6;88;     854.6
3369;46;      64.1;      43.3;      58.9;49;      48.7;      70.3;      74.5;      66.2;      63.4;      60.3;      66.2;      76.4;     741.3
3370;46;      55.7;      43.7;      54.7;      48.3;      63.3;      69.9;64;      55.4;      54.6;51;      57.5;      68.6;     686.6
3371;45;      54.2;      45.7;      52.1;      53.5;      71.5;      85.8;      87.2;      75.8;      61.5;      58.1;      59.2;      62.1;     764.9
3372;45;      42.7;      39.6;      48.1;56;      64.3;      81.8;      82.8;      68.8;      51.7;      45.6;      52.5;      55.6;     690.9
3373;46;      39.9;      33.6;      34.5;      37.9;      54.7;      54.3;      57.3;      56.2;      41.4;37;      39.9;      51.9;     538.4
3374;46;      83.9;      63.1;      71.8;      58.5;      67.4;      90.5;97;      78.6;      69.2;      76.4;      77.5;      99.5;     933.4
3375;45;      81.8;      61.7;      68.9;      57.2;      69.9;      88.5;     101.4;      88.3;      70.4;80;      76.5;      96.9;     946.5
3376;45;      39.1;      30.5;      37.9;      35.3;52;      63.7;      53.2;      53.4;      43.2;      36.7;      40.1;      51.4;     539.3
3378;45;      49.6;      49.6;      61.1;      72.9;      89.9;     126.3;     129.3;     116.2;      84.6;      62.4;      70.6;      60.9;     971.2
3379;45;      45.6;      46.1;      58.8;      69.5;      97.1;     124.1;     124.8;     117.2;      82.3;      61.7;      68.6;      58.6;     946.3
3381;45;      51.9;      52.9;      64.8;      76.5;      99.9;     129.8;     133.8;     116.8;      86.5;      62.7;      78.2;      66.5;1013
3382;46;      48.2;      46.8;      59.8;70;      94.2;     123.6;     123.1;     113.4;84;      63.5;      71.3;      59.7;     957.5
3383;46;      48.5;      48.3;      60.8;      69.9;      98.8;     125.5;     131.6;     111.4;      88.4;      65.4;      71.2;      61.7;     981.6
3384;46;      54.4;      55.7;      67.4;      78.8;      98.2;     134.1;     134.6;     112.6;86;67;78;      67.2;    1033.9
3385;45;      48.2;      46.8;      57.9;      69.9;      93.4;     127.6;     131.6;     110.5;      86.3;      65.4;71;      60.8;     967.3
3386;46;      46.5;      45.9;      58.6;      69.1;      92.9;     122.7;     123.4;     114.8;      82.9;      63.9;      69.2;      59.9;     949.8
3387;45;      48.9;      48.9;      59.4;70;      91.3;     117.4;     121.1;     108.3;      81.9;      62.3;      70.7;      60.7;     929.2
3388;46;      54.5;      54.3;67;      76.9;      98.3;     130.7;     134.5;117;      88.5;      64.9;      76.8;      66.9;    1030.3
3390;46;      51.9;      51.9;64;      72.8;      97.7;     123.4;     128.3;     113.5;84;      64.6;      73.6;      64.3;     990.1
3391;46;      45.4;      44.7;      57.4;69;      92.2;     122.3;120;     113.1;      81.7;      64.7;      70.2;      58.6;     939.3
3392;45;      39.8;      34.9;      46.7;      51.9;      60.4;      80.1;73;      70.4;      50.1;44;      52.1;      49.5;     654.1
3394;46;      50.3;      40.7;      49.4;      43.9;      57.5;      73.9;      71.8;      54.6;54;      56.8;      53.8;60;     666.7
3395;45;      58.8;      44.4;59;      46.9;      57.8;      75.4;      68.6;      59.4;      59.2;      55.2;      61.8;      74.6;     718.8
3396;45;      58.1;      44.4;      57.3;      46.7;      58.9;      79.6;      69.7;      60.9;      58.7;      54.5;      64.1;      71.1;     722.5
3397;46;      75.1;      49.8;68;      54.9;      60.6;      81.6;      68.8;      66.3;      61.2;      61.5;      69.6;      86.1;     803.4
3398;45;      86.9;      56.6;      77.6;      64.6;      68.9;89;      79.5;      71.5;      71.5;      69.9;      83.6;     102.6;     918.5
3399;45;      61.8;      45.9;52;      45.9;      57.6;      65.6;75;59;      53.2;      58.3;      59.3;      76.1;     709.6
3400;45;      52.7;      38.5;      44.8;42;      52.4;      66.2;      69.3;      59.8;      48.9;      49.8;      51.9;      65.9;     645.4
3401;46;      52.1;      52.4;      62.9;      86.8;     111.7;     154.7;     164.4;     138.1;     116.8;      78.6;      85.3;      66.1;    1169.9
3402;45;65;      59.6;      62.7;78;      92.7;     117.3;      98.7;      86.9;68;      70.2;      77.3;      77.3;     953.9
3404;46;      70.6;      46.1;      63.2;      45.3;      58.3;      73.3;      64.1;      60.3;      68.7;      61.3;      68.9;      76.9;     756.9
3405;45;70;      46.7;      61.2;      44.6;      54.8;      70.6;      64.6;      57.4;      64.9;      58.8;      67.1;      76.7;     734.9
3407;45;      49.6;      46.2;      55.7;      54.1;      61.6;      67.8;      63.2;      56.3;      57.6;      49.9;56;      55.3;     674.2
3408;45;      49.5;45;55;      54.6;      68.9;      72.7;66;      57.1;      60.8;      50.8;      56.4;      55.8;     688.8
3409;45;      46.1;45;      51.5;      65.5;86;     109.8;     109.3;      97.9;81;      64.5;67;      57.5;     876.3
3410;45;      41.8;      35.3;      46.7;      44.9;      71.9;63;      67.8;      54.8;      55.8;      54.4;      48.6;      53.2;     635.8
3411;46;      32.4;25;      32.7;      33.1;48;      64.9;      46.7;      44.7;      43.7;      45.4;      38.7;      40.4;     495.7
3412;45;      71.6;      71.3;76;      91.5;     120.1;     120.7;110;      92.1;      91.8;      96.1;      92.8;      96.9;    1125.9
3413;45;40;      32.4;      42.7;      39.9;      54.4;      62.8;      59.8;      47.5;      48.6;      50.8;      47.4;      54.2;     579.5
3415;46;      70.6;      61.4;      71.2;      72.3;      79.9;     108.5;     103.7;     101.4;      86.2;      76.2;      83.1;      93.2;    1007.6
3416;45;      64.7;      57.3;      66.6;      55.5;73;84;      75.5;      59.5;      57.4;      71.2;      68.6;79;     814.1
3417;46;      65.4;      43.7;      60.5;      45.4;      52.3;      83.7;      74.9;68;      65.1;      58.4;      62.1;      64.4;     743.8
3418;45;      40.7;      39.2;      38.6;      59.1;      83.9;93;94;      85.1;64;      59.8;      58.9;      50.7;     770.6
3419;45;      34.2;      33.6;      41.5;53;      63.6;      79.4;      74.9;      66.3;      47.3;43;      45.5;      43.7;     626.9
3420;45;      71.2;      48.6;      61.2;      49.7;      50.7;79;      69.4;      63.7;      61.4;      58.7;      67.6;      80.9;     761.3
3423;45;      66.2;49;55;      48.5;57;      75.4;      77.9;      66.3;      57.1;      57.7;      60.5;      80.9;     749.6
3424;45;      55.8;      58.9;      73.7;      92.4;     118.6;     178.3;     170.1;     154.6;     106.4;      73.9;      88.7;      69.9;    1237.6
3425;45;     100.6;      85.1;      95.3;      82.8;     101.7;     113.3;     105.4;      83.7;      84.1;      98.5;     102.3;     116.1;    1169.8
3426;45;      44.4;      37.4;      41.1;      45.1;      58.7;      60.1;      68.2;      70.8;      44.8;      41.5;      47.4;      55.2;     615.3
3427;45;      43.1;38;      46.7;      49.5;53;      61.6;      61.3;      63.2;      50.7;      42.5;      52.2;      56.7;     617.1
3429;45;      58.7;      47.6;      51.6;      41.3;      65.1;      83.7;      88.6;      71.3;      57.7;      57.4;      56.4;      67.7;     746.8
3430;45;      27.6;      23.9;      36.2;      35.2;      51.4;      56.6;      49.3;      55.2;39;      32.6;      30.2;      37.9;     479.6
3432;46;      65.4;      62.7;      60.4;      60.5;      79.8;      93.4;      78.1;      73.9;      61.4;      68.2;      73.4;      77.6;     854.9
3433;45;      33.8;      35.4;      44.6;50;      60.1;      73.8;      71.8;63;42;      39.9;      44.5;      44.4;     603.6
3434;45;      72.4;      53.5;      63.2;      58.6;      65.5;      85.5;      84.3;      75.3;      64.7;      69.3;      70.5;      87.8;     850.6
3435;45;      49.4;43;      49.6;      52.5;      78.5;      96.4;     102.7;      82.4;      67.7;      56.2;      62.6;      57.1;     794.9
3436;45;      37.6;      34.3;      44.2;      51.5;      61.1;      70.5;      74.2;      76.6;      56.9;      45.7;51;      51.2;     653.5
3437;45;      35.2;      29.6;      38.6;      41.5;      51.8;      59.5;      63.4;      68.3;      45.3;      39.7;      45.2;      48.1;     567.1
3438;45;      52.5;42;      45.9;      49.4;      68.6;82;      87.3;      75.3;      56.7;56;      56.9;      62.4;     735.9
3439;46;      80.9;      51.8;      70.8;      55.4;      60.2;      79.3;      79.5;      69.7;      68.7;      70.7;      70.3;      85.8;843
3440;46;      63.2;      57.9;58;      61.6;      82.8;      94.7;     100.2;      76.4;70;      67.9;      70.4;76;     879.1
3441;45;      40.8;29;36;35;      51.6;67;      46.8;      55.1;      41.3;      32.4;      41.8;      49.5;524
3442;45;47;      39.4;43;      40.1;      55.4;      64.7;      67.3;      46.8;      50.3;      53.7;      50.3;      58.1;     616.5
3443;45;      56.6;      36.7;      48.6;46;      63.9;      69.3;      56.5;      49.5;56;      52.2;      58.1;      59.3;     659.8
3444;45;      32.4;      29.3;41;      46.3;      58.7;      59.1;      66.3;      59.7;      40.8;      39.1;      40.9;      41.5;     550.5
3445;45;      39.7;      31.8;      40.4;      37.1;      45.7;      55.5;      53.1;      54.8;      40.2;      36.5;      38.2;52;     524.8
3447;45;      68.1;      58.4;      66.5;      54.7;      74.5;      82.3;      82.7;      57.7;      63.7;      71.4;      77.3;      81.1;     837.3
3448;46;      64.8;      59.3;      70.3;      59.5;      80.2;89;      89.9;      59.7;      69.6;      76.9;      80.2;      83.2;     882.4
3449;45;      44.8;45;      48.5;      62.7;      82.3;     101.9;85;      78.7;      65.4;      64.2;      63.8;      59.7;801
3450;45;      51.7;      49.8;      55.4;      55.3;      81.5;87;      76.7;      69.4;      63.1;      65.3;      63.1;      65.9;     786.6
3451;45;      40.1;      31.9;      42.8;      40.4;      49.9;      61.8;      48.9;      56.2;      44.8;      39.9;      43.8;      55.1;     555.7
3452;46;      69.6;      48.1;64;      53.9;      62.6;75;74;      66.3;      69.1;      59.6;      67.2;      79.5;     788.9
3453;45;      31.7;      26.6;38;      42.1;      53.9;      54.6;      58.6;54;46;      35.1;      39.2;      43.5;     522.1
3454;45;36;      38.3;      43.4;      63.5;      87.9;     103.3;      83.8;      73.7;      58.2;      59.1;      54.2;      51.6;     751.9
3455;45;      72.1;      69.1;      77.5;      98.1;     113.7;     133.6;     117.9;      91.8;      85.1;      86.9;      95.3;      86.2;    1128.8
3456;45;      35.7;      30.2;      42.6;      40.8;      58.1;      62.8;      45.7;      51.9;      37.1;      34.5;      36.3;      40.8;     517.1
3457;46;      54.3;      52.2;      58.8;      55.2;      75.1;      73.2;      72.6;      60.4;      58.6;66;      71.1;      70.9;     768.4
3458;45;      28.9;      28.8;      37.7;      40.2;      51.8;      58.9;      57.6;      53.1;      38.1;35;      35.8;      39.2;     498.3
3459;45;      73.9;47;      64.1;      50.6;      56.8;      80.5;      73.8;      71.7;      72.2;      63.5;      75.6;      83.7;     822.1
3460;45;      55.4;      48.8;      53.5;      53.7;      72.5;      80.5;      91.8;71;60;59;      59.7;      66.3;     769.5
3461;45;51;      41.7;      53.7;      48.8;      60.8;      77.1;      69.5;      57.6;      51.5;      52.9;      59.3;      61.5;     682.7
3462;45;      71.2;      60.9;      63.6;      67.7;84;     100.2;97;      72.5;      64.7;71;      77.2;      82.7;     914.8
3463;46;     120.4;     110.4;     145.6;     128.7;     176.8;     221.4;250;206;     144.6;     113.9;     140.6;     142.7;    1901.2
3464;45;      91.7;      96.6;103;     106.3;     142.6;     185.8;     194.3;     164.4;     130.6;      99.9;     121.4;     111.4;    1549.2
3465;45;     113.7;      78.2;      97.2;71;      82.1;      88.4;98;85;      92.4;      94.2;     106.5;     129.1;    1132.2
3466;45;     119.4;      81.7;      99.2;      71.8;78;      88.8;      88.3;      82.4;87;      92.1;     107.5;     131.3;    1127.6
3467;46;      71.3;      48.4;62;      46.6;      53.3;      75.2;79;      71.4;      74.3;      72.5;      76.3;      82.6;     812.9
3468;45;      66.7;      48.3;      65.1;      46.1;66;      80.2;      67.6;      59.1;      61.5;      59.6;      64.8;      71.4;     755.1
3469;45;      50.4;      31.7;      45.6;      40.2;      48.8;      65.6;      70.9;      58.5;      54.6;      47.2;      50.8;      60.8;     621.7
3470;46;      47.9;      33.1;      43.8;      38.2;      48.4;      66.2;63;50;      45.5;      41.2;      45.8;      56.3;     579.4
3471;45;      35.8;      29.9;      35.8;      39.4;      53.8;      59.2;      56.5;      60.2;      42.2;      33.3;      39.5;49;     532.7
3472;45;      72.2;      57.3;      66.7;      55.6;      65.9;      78.1;      75.1;      51.1;61;      71.3;      71.4;      85.3;     806.7
3473;45;53;34;      46.7;      38.9;      52.1;      62.4;      55.6;      50.9;      47.3;      43.9;      47.4;      62.1;     593.7
3474;45;      50.2;      43.5;      51.2;      47.7;      65.5;      62.4;68;      57.8;      54.8;      60.2;      59.9;      66.6;     683.7
3475;45;46;      40.5;      39.9;      61.2;      75.8;      98.4;      96.3;      83.8;      70.2;59;      59.3;      54.3;     791.2
3476;45;      49.1;      39.9;      48.6;      44.9;67;      83.6;      84.4;      72.6;      60.1;      53.3;      51.6;      59.2;     714.9
3478;46;      37.7;      24.4;      36.7;      34.1;      53.6;      69.3;      55.3;      51.3;      42.7;37;      38.6;      44.3;     525.1
3479;45;      39.7;      26.3;      37.2;      33.8;      53.3;      65.6;      56.4;50;      41.7;      36.1;      39.6;      46.3;     527.3
3480;45;      38.7;      33.8;      38.8;      38.6;      53.1;      53.4;      53.2;      56.3;      39.8;      36.1;      39.2;      51.2;     528.8
3481;45;      51.1;      32.9;      44.5;      38.9;      48.2;      65.5;      68.9;59;      57.3;      46.9;      49.8;      56.9;     622.3
3482;45;      44.6;      30.1;      41.8;      34.9;      48.7;      64.3;      64.7;      60.3;      54.1;      44.3;49;      51.8;     586.4
3483;45;      57.5;      44.1;      50.5;      55.8;      71.8;      88.8;      91.3;      79.2;      58.9;      60.5;      62.8;      65.3;     786.7
3485;46;      46.2;      44.6;      50.3;      65.3;      86.9;     105.3;     106.6;95;      77.4;      64.3;      65.5;57;     864.3
3486;45;      64.5;      53.9;      59.8;      50.7;      67.5;      78.5;      73.3;      57.9;      57.8;      69.4;      67.3;      79.2;     779.9
3487;45;      63.7;      46.1;      59.6;      44.7;      54.1;      59.7;      56.4;      54.5;      45.4;      47.6;      54.9;      68.8;655
3488;45;      55.4;      39.9;      49.5;      43.5;      57.7;      79.5;      80.2;      63.8;      53.6;      53.8;      54.7;      63.1;     702.3
3489;46;     152.2;     135.5;     163.7;162;165;     228.8;     284.9;     236.3;     168.3;108;     141.5;     142.9;2089
3490;45;      46.6;      40.8;      52.9;      48.7;      63.6;63;      69.6;      55.4;      54.3;      50.5;      54.6;      54.1;649
3491;45;      83.8;      62.4;      75.9;      65.2;      69.5;      87.7;      89.6;      75.3;      69.7;      82.6;      81.8;     105.6;     946.5
3492;45;      44.2;42;      41.6;      58.4;      82.7;      78.6;      73.4;      72.7;      65.1;      58.3;      54.9;      61.1;     732.6
3494;45;      49.6;      44.3;      51.5;      47.5;      65.4;      73.3;      73.7;      59.9;      53.9;      54.9;      54.4;      62.1;     692.9
3495;45;75;      49.7;      63.9;      49.2;      54.4;      79.7;      69.5;      64.3;      68.2;      68.4;      72.3;      82.1;     792.5
3496;45;      70.9;      45.2;      59.6;      44.7;      55.4;      72.6;      66.8;      65.6;      59.4;      60.9;      64.1;      73.1;     738.1
3497;45;67;      50.4;      59.4;      51.2;      57.3;      83.5;      92.3;      67.8;      64.8;      61.7;      64.8;      78.2;     799.7
3498;46;     127.9;      87.7;     108.8;      79.7;      81.2;      99.6;     102.7;      77.9;      96.5;102;     112.8;133;    1209.7
3499;46;110;      76.4;      96.2;      68.6;      72.2;      90.9;      92.4;      73.2;      86.3;      86.3;     100.1;     116.4;    1068.9
3500;45;56;      50.7;      57.9;      48.1;      72.5;      79.8;      74.7;      61.7;      56.4;      62.5;      61.5;      70.6;     752.2
3501;45;      56.2;      40.7;      55.3;      50.2;      66.9;      70.5;      68.8;      49.5;      54.5;      59.4;      62.8;      65.9;     698.8
3502;46;      50.2;      37.6;      46.5;      42.1;58;      63.4;      63.2;      51.1;      53.2;      49.3;      57.7;      58.6;     630.8
3503;46;      57.1;48;      55.7;51;      67.9;      68.7;      68.9;      55.2;      60.2;      63.5;      60.3;69;     725.7
3504;45;      47.1;      43.4;      49.2;      56.2;      83.8;     106.5;     115.8;96;      73.5;      58.1;      62.9;      57.5;     845.8
3505;45;50;      49.8;      56.1;      77.1;      96.6;     115.6;     100.4;      92.1;      76.5;      72.5;      72.1;      62.3;     921.7
3506;45;      27.2;      23.5;      34.6;      33.6;      53.7;      60.9;53;      52.3;      40.5;      34.9;34;      39.3;     486.8
3507;46;      59.1;      45.6;      55.3;      49.7;      59.1;      80.1;      81.9;      81.8;      56.8;      55.5;      64.2;      71.5;     760.4
3509;46;      49.1;      33.3;      43.1;      38.4;      53.2;67;      62.2;      52.6;      45.9;      41.3;45;      58.7;     589.9
3511;45;      33.9;      30.5;      33.9;      32.5;50;      64.5;      51.8;      51.6;      39.1;      32.6;      37.3;      44.7;     502.9
3513;46;     118.6;      86.5;      99.7;      83.4;      76.5;      99.5;     101.5;      86.2;      88.2;      98.9;     104.9;140;    1183.7
3514;45;      68.5;      42.6;      58.2;      43.2;      54.3;      80.6;      78.4;      73.8;      81.7;      79.8;      83.2;      80.1;824
3515;45;      48.3;      33.3;      43.7;      43.5;      47.9;      63.8;      65.1;      55.1;      47.7;      42.3;      46.6;      55.9;     592.9
3516;45;      75.9;      55.3;      63.7;      49.2;      65.4;81;85;      61.7;      65.1;      67.4;      69.9;      88.1;     829.6
3517;46;      50.7;      46.1;      56.1;      57.7;      80.2;     105.3;     107.6;      89.1;      72.2;      61.2;      64.5;      62.5;     853.3
3518;46;      56.7;      57.6;      56.6;      67.6;      88.4;     109.8;      98.3;      91.5;      66.5;      72.9;      72.8;      76.4;915
3519;46;      50.8;      49.6;      49.3;      62.4;      86.1;     105.2;      95.8;      88.2;      63.9;      68.2;      66.7;      66.5;     852.7
3520;45;      69.7;      57.2;      70.6;      64.6;      77.7;      93.9;     105.6;      93.3;      70.1;      60.1;      74.8;82;     918.8
3521;46;     103.7;      77.6;      95.6;      64.3;      79.5;      85.9;      89.3;      77.2;      83.6;      86.7;      97.6;     119.5;    1060.3
3522;45;      75.7;53;      67.7;      54.3;      63.6;      68.8;      73.9;      67.1;63;72;      74.6;      93.6;     826.9
3523;46;      46.3;      27.6;      41.3;      36.4;      52.2;      65.5;      62.9;      53.5;      48.6;      40.2;      43.9;      52.3;     570.7
3524;46;      61.5;      53.3;      68.1;      64.3;      74.4;      84.1;      84.8;      83.8;      60.7;      58.4;      68.7;      76.3;     838.4
3525;46;      51.2;      38.9;48;      43.4;      71.3;      94.3;      98.4;      81.2;      61.4;      54.2;      51.3;63;     756.6
3526;45;      57.1;      44.9;      52.2;      48.5;      66.9;      86.9;      85.6;      79.8;      63.9;      62.4;      56.9;      68.1;     775.6
3527;45;      58.7;      49.2;      59.6;57;      74.1;      79.4;      78.6;      57.7;64;      64.5;      66.2;      67.5;     775.3
3528;45;      53.1;      41.4;      52.6;      49.3;      64.5;      71.7;      74.8;      53.6;57;      57.5;      58.8;      59.5;     692.4
3530;45;      66.8;      47.4;      55.4;      49.8;      64.6;      83.2;      80.3;      64.5;      63.2;      63.8;61;      73.3;     776.2
3531;45;      54.7;      35.4;      45.7;      42.1;52;      63.9;      65.5;      63.5;      52.8;      49.3;      54.7;      64.1;     645.2
3533;45;      34.7;      34.8;      42.8;      50.3;      65.5;      82.8;      78.2;      81.4;      56.5;      45.5;      48.5;      45.5;     666.3
3535;45;      57.5;      47.4;      57.5;      57.9;      77.3;     102.7;     107.7;96;      70.3;      54.4;      64.6;      64.1;     856.5
3536;45;      65.7;      51.3;      58.4;      51.6;      67.8;      89.9;      93.8;      77.9;63;      62.6;      63.7;      78.1;     822.5
3537;45;      71.6;      49.2;      61.4;      45.9;55;      76.6;      81.6;      66.9;      74.3;      75.3;      77.4;      83.1;     821.1
3539;45;      58.3;      45.9;54;      48.9;      70.2;      93.3;      95.2;      72.1;65;      62.7;      56.5;      71.6;     794.7
3540;46;      94.4;71;      88.3;      65.9;      81.2;      94.1;      95.4;      76.6;      85.6;      84.6;      93.1;108;    1038.1
3541;46;      87.6;      64.4;      84.5;      62.7;      77.9;      94.6;      98.3;      73.8;      83.4;83;      88.7;     100.1;     998.9
3543;45;      60.7;      48.3;59;      50.7;      68.6;      70.7;      71.8;      54.4;      51.3;      64.3;      59.5;      75.3;     734.2
3544;45;     101.1;      73.9;      91.3;      63.8;      73.4;      81.8;      88.5;      73.5;      78.9;84;      95.5;     112.1;1023
3545;45;75;      60.9;      68.4;      54.2;      68.4;      69.6;      68.7;      57.7;      62.9;      70.4;      84.6;      98.6;     825.7
3546;45;      82.3;65;      69.4;54;      67.1;      74.1;      67.1;      59.4;      62.8;      79.9;      83.9;     101.7;     866.7
3547;45;     103.2;      82.7;      92.5;      64.8;      85.3;      90.1;      87.8;      66.8;      75.7;95;     100.4;     117.4;    1061.6
3549;45;     128.6;     102.2;     107.4;      79.6;      88.8;     123.8;     139.4;     109.5;      95.5;      91.4;     110.6;     151.7;1317
3550;45;     103.4;      78.8;87;      65.9;      81.8;     123.8;     130.3;     103.9;      78.6;      77.2;      88.8;     118.3;    1128.9
3551;45;      38.5;      43.7;      44.2;      50.3;      86.2;      84.7;      76.6;      64.2;      67.5;      61.2;      58.3;      55.8;     727.3
3552;45;      40.9;      27.2;      37.2;      33.8;      47.9;      62.3;      47.4;      51.2;      42.3;      34.8;      38.7;      50.7;     514.7
3553;45;      47.4;      48.9;      48.9;      64.3;86;     113.3;     107.3;      92.4;      74.7;      66.8;      65.5;      62.1;     870.5
3554;45;     121.9;      86.3;      94.8;      65.6;      85.9;     111.3;     130.6;      99.9;      86.5;      81.9;      99.7;     138.5;    1197.5
3555;45;      63.1;      46.9;      61.3;      48.7;65;      76.7;      72.2;      56.3;61;      60.6;      67.8;      72.6;     749.8
3557;45;     120.9;      89.4;     100.1;      80.3;      70.2;      98.6;      92.8;      83.2;      87.1;      92.8;108;     140.4;    1162.7
3558;45;      59.7;      41.9;      58.9;      48.5;      53.1;      75.8;      60.7;      64.3;      61.7;      53.6;      57.5;      67.9;706
3559;46;      55.3;      36.8;      48.8;      37.4;      46.8;      56.7;      69.5;      64.9;      60.4;      54.7;      57.5;      64.2;653
3560;45;      54.1;      39.9;      44.8;      41.5;      54.4;      62.7;      64.3;      48.4;      47.6;      51.9;      54.4;      69.5;630
3561;45;      51.9;      41.5;53;      43.7;      61.6;      63.4;      61.9;      55.9;      54.4;      55.2;      53.4;      60.1;     656.8
3562;45;      60.7;      43.5;      61.2;51;      57.8;      73.4;      61.4;      59.9;      52.5;      52.7;      61.3;      71.4;     706.1
3563;46;      54.5;      35.8;      45.3;      42.2;      48.8;      69.1;      72.7;      63.3;      50.6;      46.3;      51.2;      63.5;     643.4
3564;45;      52.1;      35.2;      46.3;      41.7;      47.4;      68.5;      67.3;      57.8;      47.9;      43.8;50;      63.4;     624.2
3565;45;      51.5;      42.3;      51.5;      44.7;      58.4;      77.2;      75.1;      58.4;      55.2;      57.6;      53.2;      62.5;     687.7
3566;45;      48.1;      42.1;51;      48.6;      63.2;      79.4;      70.8;      59.9;      56.1;      57.5;      53.4;      60.8;     690.7
3567;46;      46.6;      39.7;      44.8;41;      60.5;      85.3;      85.4;      74.4;      56.3;      52.7;      54.6;      57.2;     698.4
3568;45;      44.7;      30.3;      40.7;      33.4;      47.4;      62.9;      54.4;      50.9;      43.3;      37.6;      39.9;      52.9;     539.1
3569;45;      41.5;      28.4;      38.5;      30.6;45;      62.8;      53.6;      48.6;42;      35.7;      39.1;      48.9;     515.9
3570;45;      80.4;      57.7;74;      53.9;      63.2;      72.6;      65.3;      63.5;      62.8;64;      76.9;91;     823.8
3571;45;      70.5;      50.5;      58.7;      46.8;      62.3;      84.5;      83.2;      70.5;61;      62.8;      63.1;      78.7;     795.5
3572;45;      77.8;      56.1;      61.2;      53.4;      61.8;      84.6;      81.3;      69.8;      66.8;      66.4;      73.8;      94.8;     855.8
3573;45;      31.4;      30.4;      42.6;      50.2;      63.2;79;      72.5;      67.9;      51.3;      42.4;      46.4;      44.4;     615.9
3574;45;57;      45.1;      50.6;      39.5;      64.8;      79.3;      86.6;      64.7;      58.3;      56.3;      55.7;      68.4;     724.5
3575;46;      45.6;      43.8;      44.7;      46.2;      62.3;      59.4;      56.3;      41.7;      43.3;      53.2;      54.9;      62.4;     613.7
3576;45;      45.4;      42.2;      37.3;      38.9;      58.5;      58.5;      51.7;      38.1;      44.7;      49.7;      45.2;      63.4;     570.7
3577;45;      47.4;      34.3;      45.9;      39.1;      54.7;      71.5;      60.8;      52.4;      48.5;      41.2;48;      56.7;     588.6
3578;46;      43.4;36;      41.7;      40.9;      55.5;      80.2;      85.2;      74.9;      53.7;      50.4;      51.1;      54.2;     667.1
3579;45;      29.2;      23.8;      29.8;      27.3;      49.6;      60.8;      45.3;45;      36.5;      29.7;      32.3;37;     450.6
3580;46;      27.6;      23.6;      34.1;      34.3;      51.6;      49.4;      53.1;      49.3;      39.7;      32.7;      34.2;      35.9;     465.5
3581;45;     108.2;96;      91.7;      76.2;97;     104.6;      88.6;      78.7;75;      90.6;     109.3;126;    1140.4
3582;46;59;      36.9;52;      37.5;      47.9;      67.6;      72.6;      65.3;      79.1;79;      79.5;      67.6;744
3584;45;      75.8;      58.9;      69.2;      57.7;      69.1;      75.9;      78.6;      62.8;      72.4;      81.5;      80.4;      92.2;862
3585;45;      38.1;      29.9;      38.5;42;      53.3;      61.5;      58.6;      63.5;      43.3;      39.7;      45.1;      51.4;     564.9
3586;45;      58.2;      43.8;      60.4;      52.8;      68.2;      79.9;      82.9;61;      64.3;      66.6;      68.3;      76.3;     778.3
3587;46;      44.7;      36.1;      51.1;      47.4;      61.1;      76.4;      76.8;      58.5;      59.5;      57.9;      54.4;      58.4;     682.1
3588;46;      56.9;      42.5;57;      49.9;      68.2;      75.9;      83.4;      57.6;      60.6;      62.4;61;      62.8;     738.3
3589;45;      43.5;      36.5;      42.3;      42.1;      58.8;      67.2;68;      59.5;      49.8;      54.2;      51.7;      58.7;     629.5
3590;45;      49.3;      41.9;48;      46.5;      58.2;      68.9;      73.4;      56.2;53;      58.9;      57.2;      62.8;     670.5
3591;46;      79.6;      68.2;      77.3;      64.4;      72.2;78;      83.2;      68.7;      70.5;      70.5;      80.5;      88.1;     901.2
3592;45;      73.6;      45.6;      58.4;      43.2;      45.4;      70.5;67;      71.9;      89.3;      99.1;      93.8;      81.4;     838.3
3593;46;      48.9;      37.7;      49.5;46;      62.4;68;      68.2;      50.1;      52.2;      53.9;      55.7;      59.6;     652.2
3594;46;      45.5;      37.4;45;      43.3;      60.2;      66.7;61;      48.4;      50.2;      49.5;      52.9;      53.6;     613.5
3595;45;      86.7;      68.9;      85.3;      65.1;      70.7;      82.7;      82.2;      63.7;76;79;      88.9;     100.4;     948.9
3596;46;      51.4;      45.1;      57.9;57;      66.6;      78.7;83;80;      59.6;      50.6;      57.3;      61.4;     748.7
3597;46;      52.1;      41.8;52;      47.4;      59.4;      62.5;      68.3;      51.6;56;      53.7;      56.2;      60.7;     661.7
3598;45;      36.9;      29.1;      40.8;      37.2;      47.8;      61.6;      46.6;      53.9;      37.3;      33.7;      37.4;      46.6;     509.7
3599;45;      61.8;      46.2;      54.3;      48.1;      62.5;70;      77.4;      49.5;      58.2;      69.6;      68.3;      68.4;     728.4
3600;45;      46.6;      36.8;      45.3;      45.3;63;      71.1;      73.8;      76.6;      50.9;      44.7;      52.6;      57.3;     666.4
3602;45;      92.8;      68.1;      82.5;      60.8;      64.8;      72.4;      67.3;      65.3;      74.8;      78.4;90;     103.4;     912.8
3604;45;57;      49.7;59;      51.7;      68.3;      76.1;      74.2;      54.4;      57.1;      63.3;      59.6;      70.2;     741.9
